,V1
LSM12P1,0
AP006545.2,0
AC084024.2,0
AC067817.2,0
HTRA4,0
ADAM18,0
AC022733.2,0
AC009630.3,0
FAM110B,0
AC068389.3,0
RRS1.AS1,0
ADHFE1,0
AC083967.1,0
PI15,0
PKIA,0
AC036214.2,0
AC009812.2,0
PIP4P2,0
AC104211.2,0
TP53INP1,0
AC018781.1,0
RIMS2,0
DCSTAMP,0
KCNV1,0
AC021945.1,0
HMGB1P19,0
TRMT12,0
AC016074.2,0
KNOP1P5,0
AC084116.1,0
AC110741.1,0
AC046195.1,0
AC100803.3,0
CDC42P3,0
MROH1,0
AC084125.1,0
AC084125.2,0
PPIAP33,0
LURAP1L.AS1,0
AL592293.1,0
C9orf24,0
DNAJB5.DT,0
AL133410.1,0
SPAG8,0
TMEM8B,0
CLTA,0
GNE,0
PGM5P2,0
APBA1,0
AL353693.1,0
GDA,0
TMC1,0
CARNMT1.AS1,0
C9orf153,0
AL513318.2,0
OGN,0
C9orf129,0
AL157936.1,0
AL354893.1,0
AL449403.2,0
CCDC180,0
PLPPR1,0
AL359552.1,0
LPAR1,0
AL354877.1,0
RN7SL57P,0
KIAA1958,0
AL691420.1,0
ZBTB26,0
LMX1B,0
EEF1A1P5,0
RALGDS,0
SARDH,0
SAPCD2,0
MIR210HG,0
DRD4,0
CTSD,0
OR52I1,0
FAM160A2,0
DNHD1,0
AC091564.1,0
LMO1,0
AP006259.1,0
LINC00958,0
PLEKHA7,0
AC124798.1,0
OTOG,0
E2F8,0
HIPK3,0
AL133330.1,0
AC021723.1,0
MTCH2,0
OR4C3,0
OR5BE1P,0
AP000640.1,0
RN7SL23P,0
AP003108.1,0
AP003108.5,0
NPM1P35,0
CATSPERZ,0
AP000944.4,0
PPP6R3,0
PPFIA1,0
AP003498.2,0
IL18BP,0
AP005019.1,0
ARAP1,0
GVQW3,0
TSKU,0
AP000852.1,0
AP001102.1,0
AP003072.1,0
AP001273.1,0
AP000851.1,0
COLCA1,0
DLAT,0
ATF4P4,0
ZBTB16,0
RBM7,0
CD3D,0
AP001267.2,0
TREH,0
AP000708.1,0
AP000821.2,0
C11orf45,0
ACAD8,0
AP004550.1,0
DIP2C,0
PRR26,0
LINC02649,0
ITIH5,0
AL353576.1,0
LINC00836,0
MYO3A,0
RNU6.946P,0
RN7SL398P,0
ELOBP4,0
RPS12P16,0
LINC00842,0
PTPN20,0
ZNF488,0
RPL31P44,0
EGR2,0
MYPN,0
RNA5SP319,0
RPS3AP37,0
AIFM2,0
NPFFR1,0
AC016542.3,0
AC016542.1,0
AC073389.2,0
FUT11,0
RPS26P42,0
AC010997.3,0
AL391421.1,0
SFTPD.AS1,0
AL512662.1,0
AC022028.2,0
NUTM2A.AS1,0
KLLN,0
AL157394.2,0
LIPA,0
PPP1R3C,0
BTAF1,0
EIF2S2P3,0
EXOC6,0
XRCC6P1,0
LGI1,0
SLIT1,0
NKX2.3,0
WBP1L,0
RPS15AP29,0
ST13P13,0
SMNDC1,0
RBM20,0
HABP2,0
JAKMIP3,0
C10orf91,0
ECHS1,0
AC005906.2,0
CHD4,0
ACRBP,0
AC125494.1,0
AC006511.1,0
CLEC4A,0
CLEC12A,0
CLEC1B,0
CLEC7A,0
MANSC1,0
H2AFJ,0
ELOCP31,0
AC092451.2,0
INTS13,0
FGFR1OP2,0
AC022364.2,0
OVCH1.AS1,0
AC022080.2,0
DENND5B.AS1,0
AC087588.2,0
AC090630.1,0
AC079600.1,0
AC012038.2,0
EEF1A1P17,0
ENDOU,0
AC004801.1,0
AC024257.4,0
GPD1,0
TMPRSS12,0
PHBP19,0
AAAS,0
AC023509.4,0
AC076968.2,0
HOXC.AS2,0
CBX5,0
GDF11,0
ESYT1,0
TSPAN31,0
AC048341.1,0
GAPDHP44,0
RBMS1P1,0
HELB,0
LINC02408,0
AC025575.2,0
AC090116.1,0
RNU6.977P,0
PLXNC1,0
CFAP54,0
AC007424.1,0
AC063950.1,0
AC079907.1,0
NT5DC3,0
CASC18,0
SELPLG,0
SSH1,0
AC084876.2,0
RASAL1,0
RFC5,0
AC004263.2,0
SIRT4,0
HNF1A,0
WDR66,0
AC025160.1,0
TERF1P5,0
LATS2.AS1,0
RPS20P32,0
LINC02340,0
AL139005.1,0
MTUS2,0
RBM22P2,0
ZAR1L,0
PROSER1,0
LRRC63,0
MED4.AS1,0
RF00017.106,0
CAB39L,0
AC000403.1,0
AL159152.1,0
NUS1P4,0
AL137139.1,0
AL158063.1,0
AL138689.2,0
AL162574.2,0
AL390755.3,0
PROZ,0
KLHL33,0
EDDM3A,0
TGM1,0
LTB4R,0
LINC02588,0
AL162311.3,0
SSTR1,0
SEC23A,0
FBXO33,0
AL390800.1,0
LINC02302,0
AL139099.1,0
NEMF,0
DMAC2L,0
FERMT2,0
GCH1,0
CCDC198,0
HIF1A,0
AL390816.2,0
HSPE1P2,0
ZBTB1,0
AL121820.2,0
CCDC177,0
AL160191.1,0
RPSAP3,0
TMEM63C,0
LINC02328,0
SERPINA11,0
BDKRB2,0
AL118558.2,0
KLC1,0
JAG2,0
AC124312.2,0
AC124303.1,0
RPL5P32,0
ZNF770,0
RBM17P4,0
AC013652.2,0
INO80.AS1,0
AC087721.1,0
AC020659.1,0
WDR76,0
FRMD5,0
RN7SL577P,0
UNC13C,0
AC018926.2,0
AC090515.2,0
AC087385.2,0
AC107241.1,0
AC079328.2,0
AC022872.1,0
AC079322.1,0
NPM1P43,0
ISLR,0
AC105020.2,0
PSTPIP1,0
AC090181.3,0
ADAMTS7P3,0
CTXND1,0
FSD2,0
AC078905.1,0
LINC00052,0
WDR93,0
IQGAP1,0
HSPE1P3,0
AC068831.1,0
PRC1.AS1,0
ST8SIA2,0
AC091078.1,0
AC024337.1,0
AC103746.1,0
PCSK6,0
HBM,0
UNKL,0
AL031600.3,0
TMEM204,0
NOXO1,0
AC004232.1,0
MTCO1P28,0
PKD1P6,0
AC130456.1,0
AC130456.5,0
REXO5,0
NPIPB4,0
AC092338.1,0
SMG1P1,0
AC133552.1,0
EEF1A1P38,0
AC016597.1,0
TPRKBP2,0
EIF3CL,0
AC106782.1,0
AC106782.6,0
ZNF764,0
NDUFA3P6,0
AC023818.1,0
AC044798.3,0
NOD2,0
AC079416.1,0
AC007342.4,0
LPCAT2,0
AC040168.1,0
AC092140.1,0
LINC02126,0
AC010542.2,0
AC018557.2,0
CDH16,0
AC009084.2,0
HSF4,0
AC040160.1,0
KCTD19,0
PRMT7,0
CDH1,0
AC009032.1,0
ATP5F1AP3,0
HPR,0
AC140912.1,0
AC092134.2,0
AC009141.1,0
HSD17B2,0
CRISPLD2,0
CA5A,0
AC087392.5,0
SCARF1,0
OR3A3,0
P2RX1,0
AC004771.2,0
ASGR2,0
FGF11,0
AC002091.1,0
AC005725.1,0
AC005244.1,0
ELAC2,0
AC005703.6,0
MYO15A,0
SNORD3B.2,0
ERVE.1,0
IFT20,0
SPAG5.AS1,0
AC010761.6,0
GIT1,0
AC090616.2,0
RFFL,0
AC060766.3,0
CCL5,0
AC006441.3,0
THRA,0
KRTAP2.3,0
AC099811.1,0
AC007993.3,0
AC103703.1,0
LRRC37A4P,0
AC018521.2,0
NFE2L1,0
SKAP1,0
AC091133.5,0
TAC4,0
RPL7P48,0
AC100832.2,0
LINC01476,0
AC025048.4,0
AC005828.1,0
CACNG4,0
AC110921.1,0
LRRC37A16P,0
AC005332.1,0
LINC01483,0
ZACN,0
TMC6,0
CBX2,0
CBX8,0
AC124319.2,0
BAIAP2.DT,0
AC145207.3,0
AC145207.6,0
AP002478.1,0
AP005899.1,0
AP005432.2,0
CCDC58P1,0
RF00019.685,0
NPC1,0
AC023983.1,0
AC007996.1,0
AC021224.1,0
SIGLEC15,0
HDHD2,0
AC016383.2,0
MRPL37P1,0
SINHCAFP2,0
AC090409.2,0
AC091138.1,0
RF00017.142,0
NFATC1,0
TCF15,0
SIRPA,0
LINC01433,0
AL080248.1,0
AL035448.1,0
KIZ.AS1,0
CST11,0
AL035252.5,0
RN7SL237P,0
SLC32A1,0
NPM1P19,0
AL031667.3,0
Z98752.2,0
EYA2,0
PTGIS,0
UBE2V1,0
BCAS1,0
RPS4XP3,0
PPP4R1L,0
PRELID3B,0
CDH26,0
TCFL5,0
R3HDM4,0
MEX3D,0
AMH,0
SEMA6B,0
DPP9,0
AC010503.4,0
C3,0
PRR36,0
AC010336.8,0
ANGPTL6,0
AC012618.3,0
CALR,0
DAND5,0
PTGER1,0
AC005776.2,0
AC020917.1,0
AC024075.3,0
MYO9B,0
USE1,0
AC008397.1,0
IQCN,0
BNIP3P16,0
RNA5SP469,0
VN1R81P,0
VN1R83P,0
AC024563.1,0
SLC7A10,0
CEBPA.DT,0
FXYD5,0
HCST,0
OVOL3,0
AC008395.1,0
LGALS13,0
AC005515.1,0
PLD3,0
RAB4B,0
AC008537.4,0
CADM4,0
SMG9,0
NKPD1,0
SIX5,0
C5AR2,0
AC008985.1,0
CGB7,0
AC011450.1,0
CD37,0
RCN3,0
PRMT1,0
AC011495.1,0
RF00017.156,0
KLK4,0
ZNF468,0
AC010328.2,0
ZNF415,0
SEPT7P8,0
CACNG7,0
AC011476.3,0
AC005261.6,0
ZNF417,0
RPS4Y1,0
TTTY10,0
EIF1AY,0
CECR3,0
AC016026.2,0
AC000089.1,0
ZDHHC8,0
C22orf15,0
SMARCB1,0
AP000350.5,0
AP000350.6,0
GGT1.1,0
KIAA1671,0
CABP7,0
TBC1D10A,0
RFPL2,0
LARGE.AS1,0
AL022322.2,0
ATF4,0
Z82206.1,0
RPL7P52,0
ZC3H7B,0
TOB2,0
SHISA8,0
AL031595.2,0
PRR5,0
PRR5.ARHGAP8,0
AC207130.1,0
ZBED4,0
PANX2,0
DENND6B,0
AP001596.2,0
GPX1P2,0
OLIG1,0
RPL23AP3,0
AP000688.1,0
IGSF5,0
LINC00112,0
PRDM15,0
AP001062.1,0
LINC02575,0
AP001065.2,0
TSPEAR.AS2,0
UQCRBP2,0
SRP14P4,0
AC093426.2,0
UBBP3,0
SNRPGP8,0
SNRPCP11,0
WDR45P1,0
UQCRFS1P3,0
XAGE3,0
AP005233.2,0
MTCO3P12,-0.01
ISG15,-0.01
AL513477.1,-0.01
AL139246.5,-0.01
TP73,-0.01
LINC01134,-0.01
AL805961.2,-0.01
AJAP1,-0.01
FBXO44,-0.01
C1orf167,-0.01
FHAD1,-0.01
AL137127.1,-0.01
AL031432.4,-0.01
AHDC1,-0.01
GJA4,-0.01
NCDN,-0.01
AL139286.2,-0.01
LINC01137,-0.01
AL354702.1,-0.01
RHBDL2,-0.01
PPIE,-0.01
AL512599.1,-0.01
P3H1,-0.01
B4GALT2,-0.01
AC119674.2,-0.01
LINC01758,-0.01
SLC44A5,-0.01
AL096829.1,-0.01
NEXN,-0.01
PTGFR,-0.01
AL449283.1,-0.01
RWDD3,-0.01
PLPPR4,-0.01
COL11A1,-0.01
AKNAD1,-0.01
AHCYL1,-0.01
HMGCS2,-0.01
AL590133.2,-0.01
PRR9,-0.01
BX470102.2,-0.01
S100A13,-0.01
ZBTB7B,-0.01
POU5F1P4,-0.01
AL365181.3,-0.01
FCRL5,-0.01
AL365440.1,-0.01
PIGM,-0.01
AL139011.1,-0.01
AL596087.2,-0.01
RABGAP1L.IT1,-0.01
LINC01645,-0.01
AL445228.2,-0.01
C1orf53,-0.01
SHISA4,-0.01
AC098934.3,-0.01
MYOG,-0.01
AC244034.1,-0.01
FCMR,-0.01
CAMK1G,-0.01
KCNH1,-0.01
TRAF5,-0.01
LINC02257,-0.01
BTF3P9,-0.01
AL353593.3,-0.01
EDARADD,-0.01
AL359551.1,-0.01
RPS7P5,-0.01
AL359918.1,-0.01
CHML,-0.01
AC079779.3,-0.01
ADCY3,-0.01
UCN,-0.01
CLIP4,-0.01
BIRC6,-0.01
C2orf91,-0.01
FSHR,-0.01
AC007402.1,-0.01
EIF3FP3,-0.01
XPO1,-0.01
AC016727.3,-0.01
AC007098.2,-0.01
AC007098.1,-0.01
AC096664.2,-0.01
AC007318.2,-0.01
LINC01829,-0.01
TIA1,-0.01
LBX2,-0.01
DOK1,-0.01
SMYD1,-0.01
ANKRD36BP2,-0.01
LONRF2,-0.01
AC068491.4,-0.01
AC068491.1,-0.01
AC104651.1,-0.01
IL1A,-0.01
LINC01191,-0.01
LINC01823,-0.01
AMMECR1L,-0.01
C2orf27A.1,-0.01
MAP3K19,-0.01
NXPH2,-0.01
BTF3L4P2,-0.01
KLHL41,-0.01
HOXD11,-0.01
AC009948.1,-0.01
AC009315.1,-0.01
C2orf88,-0.01
HSPD1,-0.01
AC007279.1,-0.01
AC012462.1,-0.01
AC093843.2,-0.01
AC009302.1,-0.01
HSPA9P1,-0.01
SGPP2,-0.01
AC097662.1,-0.01
SP110,-0.01
RPL17P11,-0.01
AC097713.3,-0.01
AC012076.1,-0.01
AC012485.1,-0.01
LHFPL4,-0.01
CPNE9,-0.01
AC022007.1,-0.01
AC034193.1,-0.01
IRAK2,-0.01
AC090948.1,-0.01
AC091493.1,-0.01
AC116096.1,-0.01
HMGB1P5,-0.01
LINC01985,-0.01
ZNF860,-0.01
FBXL2,-0.01
SCN11A,-0.01
EEF1GP3,-0.01
TRAK1,-0.01
HIGD1A,-0.01
AC099329.2,-0.01
AC006058.3,-0.01
CCR1,-0.01
AC104304.1,-0.01
SLC38A3,-0.01
MAPKAPK3,-0.01
PCBP4,-0.01
NT5DC2,-0.01
PTPRG,-0.01
ADAMTS9.AS2,-0.01
ADGRG7,-0.01
TFG,-0.01
LINC00882,-0.01
LINC02044,-0.01
CCDC58,-0.01
CFAP100,-0.01
CHST13,-0.01
COL6A4P2,-0.01
ACPP,-0.01
ACAD11,-0.01
SLC35G2,-0.01
ARMC8,-0.01
AC022497.1,-0.01
COPB2,-0.01
PLS1,-0.01
ZIC1,-0.01
RPL32P9,-0.01
LINC01214,-0.01
ARHGEF26,-0.01
AC104472.3,-0.01
SSR3,-0.01
PTX3,-0.01
LINC01209,-0.01
AC007620.2,-0.01
AC108734.1,-0.01
KLHL6,-0.01
AC068631.1,-0.01
BCL6,-0.01
NMNAT1P3,-0.01
RPSAP69,-0.01
AC107464.1,-0.01
SLC2A9,-0.01
CLNK,-0.01
LGI2,-0.01
MRPS33P2,-0.01
AC131953.2,-0.01
LINC02260,-0.01
AC068620.3,-0.01
AC069307.1,-0.01
SLC4A4,-0.01
ANKRD17,-0.01
PF4V1,-0.01
AREG,-0.01
PAQR3,-0.01
PCAT4,-0.01
BMP3,-0.01
GAPDHP60,-0.01
AC095059.2,-0.01
AC096585.1,-0.01
EIF4E,-0.01
ADH6,-0.01
CYP2U1,-0.01
AC017007.4,-0.01
PGRMC2,-0.01
NDUFB4P9,-0.01
SMARCA5.AS1,-0.01
SH3D19,-0.01
FAM192BP,-0.01
AC093599.2,-0.01
LRAT,-0.01
HADHAP1,-0.01
WDR17,-0.01
SNX25,-0.01
C4orf47,-0.01
ZDHHC11,-0.01
AC026748.3,-0.01
AC012640.4,-0.01
ROPN1L,-0.01
LINC02211,-0.01
AC025458.1,-0.01
LMBRD2,-0.01
AC093297.2,-0.01
HCN1,-0.01
PDE4D,-0.01
ELOVL7,-0.01
AC122718.1,-0.01
PDE8B,-0.01
AC024568.1,-0.01
AC020898.1,-0.01
TRMT112P2,-0.01
RBMX2P5,-0.01
RPS3AP22,-0.01
AC099487.1,-0.01
AC099520.1,-0.01
TMEM232,-0.01
REEP5,-0.01
VTRNA1.2,-0.01
PCDHAC2,-0.01
TAF7,-0.01
ARHGAP26.IT1,-0.01
KCTD16,-0.01
AC091959.3,-0.01
TCERG1,-0.01
AC021078.1,-0.01
PPARGC1B,-0.01
ADRA1B,-0.01
RARS,-0.01
C5orf47,-0.01
AC145098.2,-0.01
MGAT4B,-0.01
AL355336.1,-0.01
MAK,-0.01
AL009177.1,-0.01
E2F3,-0.01
HIST1H2AE,-0.01
AL133255.1,-0.01
AL121944.1,-0.01
AL022393.1,-0.01
ZNF311,-0.01
PAIP1P1,-0.01
HCG18,-0.01
ATP6V1G2.DDX39B,-0.01
ZBTB12,-0.01
HLA.DMB,-0.01
TULP1,-0.01
CPNE5,-0.01
DNAH8,-0.01
GLP1R,-0.01
KCNK17,-0.01
TREM1,-0.01
CUL9,-0.01
AL109615.2,-0.01
AL096865.1,-0.01
PTCHD4,-0.01
AL353138.1,-0.01
CRISP2,-0.01
TRAM2.AS1,-0.01
RIMS1,-0.01
AL356776.2,-0.01
DNAJC19P6,-0.01
GPR63,-0.01
MMS22L,-0.01
OSTM1,-0.01
AL357515.1,-0.01
FYN,-0.01
AL590550.1,-0.01
FRK,-0.01
MOXD1,-0.01
SNORA33,-0.01
TCF21,-0.01
AL138828.1,-0.01
AL023806.3,-0.01
AL078581.1,-0.01
ULBP1,-0.01
FBXO5,-0.01
SYNJ2,-0.01
MICALL2,-0.01
AC004982.1,-0.01
ARL4A,-0.01
GSDME,-0.01
HOXA2,-0.01
AC005162.3,-0.01
NPM1P18,-0.01
GLI3,-0.01
AC092647.2,-0.01
AC073136.2,-0.01
AC006480.2,-0.01
AC211433.1,-0.01
NSUN5P1,-0.01
POR,-0.01
SEMA3C,-0.01
RPS3AP25,-0.01
RPS3AP29,-0.01
PTCD1,-0.01
COPS6,-0.01
SPDYE3,-0.01
RASA4,-0.01
EIF4BP6,-0.01
LHFPL3.AS2,-0.01
AC007384.1,-0.01
LINC01004,-0.01
GPR22,-0.01
AC073114.1,-0.01
TFEC,-0.01
FEZF1,-0.01
CADPS2,-0.01
AC090114.1,-0.01
AC058791.1,-0.01
AC009220.2,-0.01
AC009220.3,-0.01
DENND2A,-0.01
NDUFB2.AS1,-0.01
AC073264.2,-0.01
OR2F1,-0.01
AC010973.2,-0.01
CHPF2,-0.01
WDR86.AS1,-0.01
INSIG1,-0.01
LINC00689,-0.01
ARSD,-0.01
VCX3A,-0.01
STS,-0.01
VCX3B,-0.01
MOSPD2,-0.01
CA5B,-0.01
INE2,-0.01
SYAP1,-0.01
PDHA1,-0.01
AC006210.2,-0.01
DCAF8L2,-0.01
AL034370.1,-0.01
TFE3,-0.01
VDAC1P2,-0.01
SLC7A3,-0.01
MED12,-0.01
BX119927.1,-0.01
DDX3P1,-0.01
DRP2,-0.01
MTCO2P19,-0.01
DNAJA1P3,-0.01
AL135784.1,-0.01
TIMM8BP2,-0.01
SRRM1P3,-0.01
SPANXB1,-0.01
BX546450.1,-0.01
AC022239.2,-0.01
DLC1,-0.01
AC079193.2,-0.01
C8orf58,-0.01
FBXO16,-0.01
AC105230.1,-0.01
AC084024.3,-0.01
AC123767.1,-0.01
AC007991.2,-0.01
IKBKB,-0.01
AC022915.2,-0.01
XKR4,-0.01
AC104051.2,-0.01
AC009927.1,-0.01
AC068389.1,-0.01
SRPK2P,-0.01
MIR124.2HG,-0.01
AC011037.1,-0.01
C8orf34.AS1,-0.01
SULF1,-0.01
AC115837.1,-0.01
AC009812.3,-0.01
AC120053.1,-0.01
RPL19P14,-0.01
RPS26P6,-0.01
RRM2B,-0.01
LINC01151,-0.01
CASC8,-0.01
RF00402.7,-0.01
DENND3,-0.01
MAPK15,-0.01
OPLAH,-0.01
CBWD1,-0.01
SMARCA2,-0.01
SPATA6L,-0.01
ACTG1P14,-0.01
AL583805.1,-0.01
AL591222.1,-0.01
AL445623.2,-0.01
EQTN,-0.01
PRSS3,-0.01
AL353662.2,-0.01
GLULP4,-0.01
ATP8B5P,-0.01
SIT1,-0.01
AL953883.1,-0.01
C9orf64,-0.01
NTRK2,-0.01
AL136981.2,-0.01
AL691447.2,-0.01
FBP1,-0.01
ANKRD18CP,-0.01
NANS,-0.01
CORO2A,-0.01
AL136084.1,-0.01
COL15A1,-0.01
ZNF483,-0.01
COL27A1,-0.01
TNFSF15,-0.01
DEC1,-0.01
AL354754.1,-0.01
TTLL11,-0.01
DENND1A,-0.01
GAPVD1,-0.01
SLC25A25,-0.01
IER5L,-0.01
HMCN2,-0.01
LAMC3,-0.01
ARF4P1,-0.01
BX649601.1,-0.01
OLFM1,-0.01
PAEP,-0.01
UAP1L1,-0.01
NRARP,-0.01
AC138230.1,-0.01
PPIAP40,-0.01
OLFML1,-0.01
PRR13P2,-0.01
COPB1,-0.01
PIK3C2A,-0.01
MRGPRX1,-0.01
AC068472.1,-0.01
RPL7AP58,-0.01
AC131571.1,-0.01
OOSP2,-0.01
MS4A12,-0.01
AP003108.2,-0.01
RAB3IL1,-0.01
AP001453.1,-0.01
PYGM,-0.01
TMEM262,-0.01
NPAS4,-0.01
DPP3,-0.01
SYT12,-0.01
DHCR7,-0.01
RNF169,-0.01
SLCO2B1,-0.01
YAP1,-0.01
MMP3,-0.01
NNMT,-0.01
APOA1.AS,-0.01
KMT2A,-0.01
TMEM25,-0.01
PHLDB1,-0.01
AP004147.1,-0.01
AP000866.2,-0.01
BARX2,-0.01
AP003062.1,-0.01
IL15RA,-0.01
USP6NL,-0.01
LUZP4P1,-0.01
ARMC4,-0.01
AL137026.3,-0.01
TMEM72,-0.01
GDF10,-0.01
RPL12P8,-0.01
AC022532.1,-0.01
PPP3CB.AS1,-0.01
MYOZ1,-0.01
SYNPO2L,-0.01
AP3M1,-0.01
AL731556.2,-0.01
RPL12P29,-0.01
FAS,-0.01
NHP2P1,-0.01
HHEX,-0.01
GOLGA7B,-0.01
PHBP9,-0.01
OLMALINC,-0.01
MFSD13A,-0.01
AL121928.1,-0.01
ADD3.AS1,-0.01
ADD3,-0.01
NHLRC2,-0.01
VWA2,-0.01
INSYN2A,-0.01
AC005343.1,-0.01
AC007848.2,-0.01
AC005840.1,-0.01
AC006064.2,-0.01
SLC2A14,-0.01
AC006511.6,-0.01
AC092745.1,-0.01
HADHAP2,-0.01
LRP6,-0.01
GPR19,-0.01
AC007688.1,-0.01
PIK3C2G,-0.01
PDE3A,-0.01
LMNTD1,-0.01
PPFIBP1,-0.01
IPO8,-0.01
MUC19,-0.01
PLEKHA8P1,-0.01
AC025031.3,-0.01
POLR2KP1,-0.01
ACVRL1,-0.01
LINC00592,-0.01
KRT71,-0.01
HOXC.AS1,-0.01
ARHGEF25,-0.01
RPS3P6,-0.01
LINC02231,-0.01
RPSAP52,-0.01
CPSF6,-0.01
THAP2,-0.01
BTG1,-0.01
VEZT,-0.01
CBX3P5,-0.01
HCFC2,-0.01
TXNRD1,-0.01
ACACB,-0.01
ALDH2,-0.01
CFAP73,-0.01
SLC8B1,-0.01
UBA52P7,-0.01
LINC00173,-0.01
AC026367.2,-0.01
CIT,-0.01
BICDL1,-0.01
RNF10,-0.01
ACADS,-0.01
P2RX4,-0.01
RILPL1,-0.01
AC108704.2,-0.01
PIWIL1,-0.01
ZNF26,-0.01
LINC00539,-0.01
PABPC3,-0.01
LINC00543,-0.01
FRY.AS1,-0.01
LHFPL6,-0.01
AL354696.2,-0.01
TNFSF11,-0.01
CPB2.AS1,-0.01
LMO7,-0.01
SCEL,-0.01
RNF219.AS1,-0.01
SLITRK6,-0.01
RPL7P45,-0.01
F7,-0.01
OR11G2,-0.01
RPL4P1,-0.01
CDH24,-0.01
PSME2,-0.01
NOVA1,-0.01
BAZ1A,-0.01
TTC6,-0.01
AL109766.1,-0.01
MDGA2,-0.01
AL158801.4,-0.01
FBXO34,-0.01
OTX2.AS1,-0.01
AL137100.3,-0.01
EXOC5,-0.01
CCDC175,-0.01
SIX6,-0.01
HIF1A.AS2,-0.01
PPP1R36,-0.01
AL157997.1,-0.01
AC004974.1,-0.01
AC005520.5,-0.01
ALDH6A1,-0.01
SYNDIG1L,-0.01
TGFB3,-0.01
AC007686.4,-0.01
TSHR,-0.01
LINC02301,-0.01
CHORDC2P,-0.01
ITPK1.AS1,-0.01
OTUB2,-0.01
AL157871.1,-0.01
AL049840.5,-0.01
AL049840.2,-0.01
AL049840.3,-0.01
AL928654.4,-0.01
AC100757.3,-0.01
UBE3A,-0.01
GABRG3,-0.01
AC078909.2,-0.01
AC023908.1,-0.01
DUOXA1,-0.01
AC084756.1,-0.01
MYO5A,-0.01
RPSAP55,-0.01
AC009654.1,-0.01
TPM1,-0.01
RASL12,-0.01
AC110048.2,-0.01
FBXO22,-0.01
RPL18P11,-0.01
AC013489.2,-0.01
ACAN,-0.01
ZNF710.AS1,-0.01
GDPGP1,-0.01
CRTC3,-0.01
AC104390.1,-0.01
AC090825.1,-0.01
ARHGDIG,-0.01
DECR2,-0.01
RHBDL1,-0.01
GNG13,-0.01
CRAMP1,-0.01
AC005606.2,-0.01
AC009065.8,-0.01
AC106820.2,-0.01
AC093525.7,-0.01
AC092117.1,-0.01
FLYWCH1,-0.01
CLDN6,-0.01
ATF7IP2,-0.01
RPS26P52,-0.01
AC126763.1,-0.01
AC026401.3,-0.01
AC002550.1,-0.01
SBK1,-0.01
ZG16,-0.01
AC120114.3,-0.01
PRSS53,-0.01
PRSS8,-0.01
ARMC5,-0.01
RPS2P44,-0.01
CYLD,-0.01
AC026462.3,-0.01
AC007906.2,-0.01
AKTIP,-0.01
MT1B,-0.01
AC009090.6,-0.01
CCDC102A,-0.01
USB1,-0.01
CCDC113,-0.01
NDRG4,-0.01
AC009094.1,-0.01
CDH8,-0.01
AC010533.1,-0.01
CMTM3,-0.01
AC044802.2,-0.01
AC074143.1,-0.01
ATP6V0D1,-0.01
MTSS2,-0.01
AC092718.7,-0.01
AC092718.1,-0.01
AC131888.1,-0.01
AC092139.1,-0.01
ATP2C2,-0.01
AC018695.9,-0.01
AC135012.1,-0.01
AFG3L1P,-0.01
MYO1C,-0.01
P2RX5.TAX1BP3,-0.01
RYKP1,-0.01
UBE2G1,-0.01
TM4SF5,-0.01
USP6,-0.01
ACAP1,-0.01
ALOXE3,-0.01
AC129492.1,-0.01
ATPAF2,-0.01
AC087164.2,-0.01
RPL21P121,-0.01
ZNF286B,-0.01
RPL17P43,-0.01
AC010761.3,-0.01
TWF1P1,-0.01
AC104564.5,-0.01
AC004147.2,-0.01
AC015849.3,-0.01
CCL15,-0.01
PSMD3,-0.01
CCR7,-0.01
KRT42P,-0.01
PPY,-0.01
RUNDC3A.AS1,-0.01
HIGD1B,-0.01
ACBD4,-0.01
AC091132.3,-0.01
ARL17B,-0.01
AC091133.2,-0.01
RF00017.137,-0.01
SGCA,-0.01
CA4,-0.01
KIF19,-0.01
CD300A,-0.01
TMEM104,-0.01
DNAH17,-0.01
C1QTNF1,-0.01
AC145207.5,-0.01
RFNG,-0.01
AP000919.4,-0.01
AP001033.2,-0.01
RNU2.27P,-0.01
AP002414.4,-0.01
CIDEA,-0.01
AP001029.2,-0.01
ROCK1,-0.01
AC091043.1,-0.01
AC090772.4,-0.01
ZSCAN30,-0.01
ELP2,-0.01
BCL2,-0.01
LINC01909,-0.01
AC012101.2,-0.01
AC018445.4,-0.01
AL034548.1,-0.01
SLC52A3,-0.01
ANGPT4,-0.01
GNRH2,-0.01
FASTKD5,-0.01
OTOR,-0.01
INSM1,-0.01
PPIAP2,-0.01
SPAG4,-0.01
RNU4.40P,-0.01
NORAD,-0.01
MROH8,-0.01
ARHGAP40,-0.01
LINC01370,-0.01
PPIAP21,-0.01
AL118522.1,-0.01
RIMS4,-0.01
TSHZ2,-0.01
AL157838.1,-0.01
TAF4,-0.01
AL137077.2,-0.01
MRGBP,-0.01
CHRNA4,-0.01
PTK6,-0.01
RNU1.134P,-0.01
PRTN3,-0.01
AC012615.2,-0.01
ZNF556,-0.01
GNA15,-0.01
ANKRD24,-0.01
TICAM1,-0.01
TEX45,-0.01
CLEC4G,-0.01
S1PR5,-0.01
ELAVL3,-0.01
ZNF433.AS1,-0.01
KLF1,-0.01
AC011446.2,-0.01
AC005255.1,-0.01
ILVBL,-0.01
BRD4,-0.01
YJEFN3,-0.01
BNIP3P17,-0.01
ZNF714,-0.01
